week,RestingHeartRate,HRV,ExerciseTime,Sleep,Daylight,HeadphoneAudio,TrendSummary,LLM_Nudge
2021-11-15,,,,,,0.08387639112179829,,
2021-11-22,,,,,,-0.43199753738055385,,
2021-11-29,,,,,,0.21880162905362158,,
2021-12-06,,,,,,0.4967020698276405,,
2021-12-13,,,,,,-0.035912213036587856,,
2021-12-20,,,,,,0.49708907191306667,,
2021-12-27,,,,,,-0.6157082745096419,Noise Exposure: -0.62,"""Consider wearing noise-reducing headphones or taking regular breaks in quiet spaces to minimize excessive noise exposure (-0.62) and protect your auditory health."""
2022-01-03,,,,,,-0.5723202602174301,Noise Exposure: -0.57,"""Consider ear protection or noise-reducing measures due to excessive noise exposure, as a score of -0.57 indicates potential hearing strain."""
2022-01-10,,,,,,0.47073225515046674,,
2022-01-17,,,,,,0.1536327092921119,,
2022-01-24,,,,,,-0.25648120633719756,,
2022-01-31,,,,,,-0.467045920825543,,
2022-02-07,,,,,,0.01969921903858875,,
2022-02-14,,,,,,-0.23006540808939904,,
2022-02-28,,,,,,0.09281948332891611,,
2022-03-07,,,,,,1.0549015771179426,Noise Exposure: +1.05,"""Consider using hearing protection or reducing noise exposure to minimize potential long-term auditory damage."""
2022-03-14,-0.7071067811865476,,0.7071067811865476,,,0.44941432792538694,Resting HR: -0.71 | Exercise Time: +0.71,"""Boost your physical activity with a moderate intensity workout to counterbalance your sluggish resting heart rate."""
2022-03-21,0.20008147326653705,,0.005132937890005426,,,-0.05320900244645949,,
2022-03-28,0.14413738492769518,,-0.6078929720690722,,,0.02189938904146525,Exercise Time: -0.61,"""Boost your daily movement by 15-20 minutes to counteract recent exercise time decline."""
2022-04-04,0.2605766371570923,,0.43243463302572327,,,-0.2048018906975237,,
2022-04-11,-0.5100630179171857,,0.28969478945571286,,,0.1262725999825211,Resting HR: -0.51,"""Consider incorporating gentle cardio exercises to increase heart rate, as a negative resting HR z-score may indicate reduced cardiovascular fitness."""
2022-04-18,0.1394336845659522,,-0.1540255763429577,,,-0.10866188112750581,,
2022-04-25,0.37477758683042156,,0.8263751264433524,,,-0.8938501562969561,Exercise Time: +0.83 | Noise Exposure: -0.89,"""Consider reducing noise exposure time to minimize potential health risks given your current negative z-score."""
2022-05-02,-0.3518770201200336,,-0.08760721313060835,,,0.980019600382949,Noise Exposure: +0.98,"""Given elevated noise exposure, prioritize hearing protection and explore quieter environments or earplugs to mitigate potential auditory risks."""
2022-05-09,0.2843046177748615,,-0.4435337018224025,,,-0.7267688213810808,Noise Exposure: -0.73,"""Reduce noise exposure to mitigate potential hearing risks; consider ear protection measures to maintain auditory health."""
